ticker,bench,events_total,days_with_entry,advanced_events_total,stack_10m_best_long_rate,stack_10m_best_long_total,stack_10m_best_long_lo,stack_10m_best_long_hi,stack_10m_best_long_avg_move,stack_10m_best_short_rate,stack_10m_best_short_total,stack_10m_best_short_lo,stack_10m_best_short_hi,stack_10m_best_short_avg_move,stack_30m_best_long_rate,stack_30m_best_long_total,stack_30m_best_long_lo,stack_30m_best_long_hi,stack_30m_best_long_avg_move,stack_30m_best_short_rate,stack_30m_best_short_total,stack_30m_best_short_lo,stack_30m_best_short_hi,stack_30m_best_short_avg_move,devsig_10m_best_long_rate,devsig_10m_best_long_total,devsig_10m_best_long_lo,devsig_10m_best_long_hi,devsig_10m_best_long_avg_move,devsig_10m_best_short_rate,devsig_10m_best_short_total,devsig_10m_best_short_lo,devsig_10m_best_short_hi,devsig_10m_best_short_avg_move,devsig_30m_best_long_rate,devsig_30m_best_long_total,devsig_30m_best_long_lo,devsig_30m_best_long_hi,devsig_30m_best_long_avg_move,devsig_30m_best_short_rate,devsig_30m_best_short_total,devsig_30m_best_short_lo,devsig_30m_best_short_hi,devsig_30m_best_short_avg_move,bench_10m_best_long_rate,bench_10m_best_long_total,bench_10m_best_long_lo,bench_10m_best_long_hi,bench_10m_best_long_avg_move,bench_10m_best_short_rate,bench_10m_best_short_total,bench_10m_best_short_lo,bench_10m_best_short_hi,bench_10m_best_short_avg_move,bench_30m_best_long_rate,bench_30m_best_long_total,bench_30m_best_long_lo,bench_30m_best_long_hi,bench_30m_best_long_avg_move,bench_30m_best_short_rate,bench_30m_best_short_total,bench_30m_best_short_lo,bench_30m_best_short_hi,bench_30m_best_short_avg_move,adv_stack_10m_best_long_rate,adv_stack_10m_best_long_total,adv_stack_10m_best_long_lo,adv_stack_10m_best_long_hi,adv_stack_10m_best_long_avg_move,adv_stack_10m_best_short_rate,adv_stack_10m_best_short_total,adv_stack_10m_best_short_lo,adv_stack_10m_best_short_hi,adv_stack_10m_best_short_avg_move,adv_stack_30m_best_long_rate,adv_stack_30m_best_long_total,adv_stack_30m_best_long_lo,adv_stack_30m_best_long_hi,adv_stack_30m_best_long_avg_move,adv_stack_30m_best_short_rate,adv_stack_30m_best_short_total,adv_stack_30m_best_short_lo,adv_stack_30m_best_short_hi,adv_stack_30m_best_short_avg_move,adv_devsig_10m_best_long_rate,adv_devsig_10m_best_long_total,adv_devsig_10m_best_long_lo,adv_devsig_10m_best_long_hi,adv_devsig_10m_best_long_avg_move,adv_devsig_10m_best_short_rate,adv_devsig_10m_best_short_total,adv_devsig_10m_best_short_lo,adv_devsig_10m_best_short_hi,adv_devsig_10m_best_short_avg_move,adv_devsig_30m_best_long_rate,adv_devsig_30m_best_long_total,adv_devsig_30m_best_long_lo,adv_devsig_30m_best_long_hi,adv_devsig_30m_best_long_avg_move,adv_devsig_30m_best_short_rate,adv_devsig_30m_best_short_total,adv_devsig_30m_best_short_lo,adv_devsig_30m_best_short_hi,adv_devsig_30m_best_short_avg_move,adv_bench_10m_best_long_rate,adv_bench_10m_best_long_total,adv_bench_10m_best_long_lo,adv_bench_10m_best_long_hi,adv_bench_10m_best_long_avg_move,adv_bench_10m_best_short_rate,adv_bench_10m_best_short_total,adv_bench_10m_best_short_lo,adv_bench_10m_best_short_hi,adv_bench_10m_best_short_avg_move,adv_bench_30m_best_long_rate,adv_bench_30m_best_long_total,adv_bench_30m_best_long_lo,adv_bench_30m_best_long_hi,adv_bench_30m_best_long_avg_move,adv_bench_30m_best_short_rate,adv_bench_30m_best_short_total,adv_bench_30m_best_short_lo,adv_bench_30m_best_short_hi,adv_bench_30m_best_short_avg_move,corr,beta
SNDL,SPY,28,32,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7083,24,-1.0,0.0,1.1418,,,,,,0.6364,11,0.0,0.0,1.4329,,,,,,,,,,,0.75,52,0.0,1.0,-0.2531,,,,,,0.7284,81,-3.0,-1.0,-0.3332,,,,,,,,,,,,,,,,,,,,,,,,,,0.6786,140,-1.0,1.0,-0.2146,,,,,,0.6957,138,-1.0,0.0,-0.308,0.2863,0.3673
SNDQ,IWM,39,39,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,20,0.0,0.0,4.2715,,,,,,0.75,20,0.0,0.0,6.3047,0.6667,12,-1.0,-1.0,-6.8237,0.6875,16,8.0,8.0,0.7055,0.7123,73,-15.0,-15.0,-0.9065,0.6875,16,5.0,5.0,2.2073,0.6622,74,-7.0,-5.0,-1.2455,,,,,,,,,,,,,,,,,,,,,,,,,,0.6582,79,1.0,1.0,-1.1065,,,,,,,,,,,-0.6109,-7.1665
SNDU,QQQ,39,39,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,10,-1.0,-1.0,5.6238,0.7857,14,0.0,0.0,-2.8491,0.8,10,-1.0,-1.0,7.1488,0.6923,13,0.0,0.0,-4.8689,0.66,50,15.0,15.0,1.3064,0.7692,13,11.0,11.0,-1.206,0.6,45,15.0,15.0,2.0048,0.6667,15,-5.0,-5.0,-1.192,,,,,,,,,,,,,,,,,,,,,0.8,20,2.0,2.0,1.1194,0.7,10,-4.0,-4.0,-1.0457,0.6842,19,2.0,2.0,2.3362,,,,,,0.846,7.4878
SNEX,SPY,18,20,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625,16,1.0,1.0,0.68,0.619,21,2.0,2.0,-0.3862,,,,,,0.7059,51,0.0,2.0,-0.4222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6393,61,0.0,0.0,-0.4933,0.6488,1.3894
SNGX,IBB,27,35,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,10,-5.0,-5.0,0.44,0.8462,13,-6.0,-6.0,-1.1255,0.6,10,0.0,0.0,0.3917,0.7,10,-15.0,-15.0,-1.1029,,,,,,,,,,,,,,,,,,,,,,,,,,0.8571,14,1.0,1.0,-1.0575,0.6667,30,0.0,0.0,4.0935,0.6923,13,-2.0,-2.0,-1.2667,0.341,1.5849
SNK,NONE,19,19,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7143,14,15.0,15.0,1.164,0.7333,15,-15.0,-15.0,-1.29,0.6071,28,0.0,1.0,0.9841,0.7273,11,2.0,2.0,-1.7263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNN,IHI,30,30,222,,,,,,,,,,,,,,,,0.6667,12,0.0,0.0,-0.3775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7778,18,2.0,2.0,0.1879,0.6308,130,-1.0,1.0,-0.1118,0.7059,17,2.0,2.0,0.3642,0.6203,79,0.0,1.0,-0.1749,,,,,,,,,,,,,,,,,,,,,0.6923,13,2.0,2.0,0.1856,0.6559,93,-1.0,0.0,-0.1084,0.6923,13,2.0,2.0,0.3611,,,,,,0.6113,1.0347
SNOU,SPY,23,31,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10,0.0,0.0,4.1017,,,,,,,,,,,,,,,,0.6923,13,15.0,15.0,1.2633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0074,0.039
SNOW,IGV,39,39,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6875,32,3.0,3.0,0.2664,0.72,25,2.0,2.0,-0.2789,,,,,,0.6136,44,1.0,1.0,-0.523,,,,,,,,,,,,,,,,,,,,,0.8421,19,2.0,2.0,0.4588,0.7273,11,-4.0,-4.0,-0.3025,0.6842,19,2.0,2.0,1.0254,0.625,40,1.0,1.0,-0.4924,0.7534,0.8348
SNPS,IGV,38,38,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6538,26,1.0,1.0,-0.23,0.6389,36,0.0,0.0,0.4357,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10,-3.0,-3.0,0.2433,0.6731,52,-1.0,-1.0,-0.2803,0.6333,30,2.0,3.0,0.4368,0.6078,51,-1.0,-1.0,-0.3506,0.7161,0.566
SNTI,QQQ,12,18,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625,16,-1.0,-1.0,-0.626,,,,,,,,,,,0.0637,0.0754
SNXX,QQQ,39,39,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7143,14,0.0,0.0,-3.065,,,,,,0.7143,14,0.0,0.0,-4.417,0.661,59,15.0,15.0,1.201,0.6522,23,-4.0,-4.0,-0.6847,0.6491,57,15.0,15.0,1.8105,0.6667,15,11.0,11.0,-1.302,,,,,,,,,,,,,,,,,,,,,0.6562,32,2.0,2.0,0.9986,0.6364,11,-4.0,-4.0,-0.9971,0.6774,31,2.0,2.0,1.8524,0.6125,80,-2.0,-2.0,-1.3159,0.8268,7.0038
SNY,IBB,39,39,259,0.6923,13,0.0,0.0,0.3467,0.6429,14,-1.0,-1.0,-0.2822,0.7692,13,0.0,0.0,0.478,0.6429,14,-1.0,-1.0,-0.6133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,45,1.0,1.0,-0.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6047,43,1.0,1.0,-0.1119,0.6,40,-1.0,-1.0,0.2546,,,,,,0.3191,0.6735
SNYR,IWM,14,27,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3712,1.199
SO,XLU,19,19,231,,,,,,0.8182,11,0.0,0.0,-0.2744,,,,,,0.6364,11,0.0,0.0,-0.5386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6875,48,1.0,1.0,-0.12,,,,,,0.6364,88,-2.0,-1.0,-0.1623,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,25,1.0,1.0,-0.1406,,,,,,0.75,12,-2.0,-2.0,-0.2389,0.7849,0.8577
SOAR,XLI,36,39,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7273,11,-6.0,-6.0,1.5613,0.6833,60,15.0,15.0,-4.5129,0.6667,12,-6.0,-6.0,3.135,0.6818,22,0.0,1.0,-1.3653,,,,,,,,,,,,,,,,,,,,,,,,,,0.6316,19,-2.0,-2.0,-2.72,,,,,,0.6111,18,-2.0,-2.0,-3.88,-0.0198,-0.1936
SOC,XLE,36,36,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6111,18,-5.0,-5.0,0.4873,0.7333,15,-6.0,-6.0,-0.5645,,,,,,0.6957,23,-2.0,-2.0,-0.9787,,,,,,,,,,,,,,,,,,,,,0.7273,11,-3.0,-3.0,0.5775,,,,,,,,,,,0.6857,35,-2.0,-2.0,-1.0263,0.6629,1.4588
SOFA,SPY,16,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,10,0.0,0.0,-3.3871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10,0.0,0.0,-1.685,0.7469,4.247
SOFI,SPY,39,39,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6286,35,-1.0,0.0,-1.3227,,,,,,,,,,,,,,,,0.6296,81,1.0,1.0,-0.2031,,,,,,0.6667,39,3.0,3.0,-0.7558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7184,1.9349
SOFX,SPY,38,39,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6286,35,-1.0,0.0,-2.6364,,,,,,0.6154,13,-1.0,-1.0,-4.2038,0.6522,23,-4.0,-3.0,0.8247,0.6923,13,6.0,6.0,-1.0578,0.6667,27,-2.0,-1.0,1.2106,0.6923,13,6.0,6.0,-2.9133,,,,,,,,,,,,,,,,,,,,,,,,,,0.6923,13,-2.0,-2.0,-0.4256,,,,,,0.6154,13,-2.0,-2.0,-1.2112,0.7216,3.8569
SOLS,IWM,27,27,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,10,-1.0,-1.0,1.5537,,,,,,0.8,10,-1.0,-1.0,1.5888,0.7143,14,0.0,0.0,-2.15,0.6296,27,-2.0,-2.0,0.2094,0.6316,19,1.0,1.0,-0.165,0.6154,13,3.0,3.0,0.3475,0.8,20,1.0,1.0,-0.6087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10,-3.0,-3.0,0.5017,,,,,,0.643,1.5343
SOLT,IWM,35,39,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7273,11,15.0,15.0,0.8325,0.7143,14,-8.0,-8.0,-0.546,0.7692,13,15.0,15.0,1.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6296,27,1.0,1.0,-0.5818,0.6415,53,-1.0,-1.0,1.0115,,,,,,0.4866,3.6575
SOLZ,IWM,34,35,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,12,-1.0,-1.0,-0.1987,,,,,,0.6471,17,0.0,0.0,-0.9236,,,,,,0.6429,56,-1.0,1.0,-0.2528,,,,,,0.625,24,-1.0,-1.0,-0.578,,,,,,,,,,,,,,,,,,,,,,,,,,0.622,82,0.0,1.0,-0.2435,,,,,,0.6571,35,1.0,1.0,-0.4683,0.4824,1.8015
SONO,IWM,11,11,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7273,11,-3.0,-3.0,0.4662,0.6,20,1.0,1.0,-0.6467,,,,,,0.6471,17,3.0,3.0,-0.57,,,,,,,,,,,,,,,,,,,,,0.7222,18,-2.0,-2.0,0.3785,,,,,,,,,,,0.6207,58,-1.0,-1.0,-0.5136,0.5041,0.5609
SONY,DRAM,39,39,286,0.6364,11,-1.0,-1.0,0.4271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7188,32,2.0,3.0,-0.1391,0.6667,12,3.0,3.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0391,-0.009
SOUN,SPY,39,39,529,,,,,,0.6364,11,-1.0,-1.0,-1.0286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.619,21,0.0,0.0,-1.9377,,,,,,0.6667,21,0.0,0.0,-1.5479,0.617,47,1.0,1.0,0.3983,0.6111,90,-1.0,-1.0,-0.2658,0.6667,24,-4.0,-4.0,0.6725,0.6575,181,-1.0,0.0,-0.4691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6575,1.6844
SOUX,SPY,22,30,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7273,11,0.0,0.0,-4.2938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,15,-1.0,-1.0,1.5433,,,,,,,,,,,,,,,,0.6677,3.4328
SOXL,QQQ,39,39,798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,100,3.0,5.0,0.47,0.6081,74,-15.0,-15.0,-0.9427,0.6389,72,0.0,1.0,0.9954,0.6024,83,-15.0,-14.0,-1.3768,,,,,,,,,,,,,,,,,,,,,0.6471,34,2.0,2.0,0.5091,0.625,24,-3.0,-3.0,-0.9867,0.6176,34,2.0,2.0,0.8367,0.625,24,-3.0,-3.0,-1.3727,0.9249,8.191
SOXQ,QQQ,39,39,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6429,14,0.0,0.0,-1.15,,,,,,,,,,,0.6812,69,2.0,4.0,0.2974,0.7,10,5.0,5.0,-0.2571,0.68,75,2.0,4.0,0.4506,0.6667,21,-3.0,-3.0,-0.4636,,,,,,,,,,,,,,,,,,,,,0.6552,116,0.0,2.0,0.2596,0.7,10,-3.0,-3.0,-0.3543,0.6909,55,1.0,2.0,0.3679,0.6364,11,-3.0,-3.0,-0.6314,0.9317,2.7177
SOXS,IWM,39,39,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,20,0.0,0.0,5.9208,0.6667,12,-1.0,-1.0,-3.7,0.6,20,0.0,0.0,8.6325,0.6667,12,-1.0,-1.0,-4.335,0.6842,57,7.0,9.0,0.7415,0.7295,122,-7.0,-4.0,-0.5074,0.7619,21,13.0,14.0,1.3563,0.6613,124,-7.0,-4.0,-0.9066,,,,,,,,,,,,,,,,,,,,,,,,,,0.6782,87,1.0,1.0,-0.6941,0.6154,13,-3.0,-3.0,1.6487,0.6552,87,1.0,1.0,-1.0568,-0.7188,-8.8267
SOXX,QQQ,39,39,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,200,-1.0,1.0,0.273,0.625,48,-3.0,-3.0,-0.256,0.6575,73,1.0,1.0,0.3573,0.66,50,-3.0,-3.0,-0.4306,,,,,,,,,,,,,,,,,,,,,0.6552,29,2.0,2.0,0.1584,0.6667,21,-3.0,-3.0,-0.3436,0.6293,116,1.0,2.0,0.2999,0.619,21,-3.0,-3.0,-0.5362,0.9305,2.8283
SPAI,QQQ,15,20,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,15,0.0,0.0,1.197,0.6667,15,-1.0,-1.0,-0.877,0.7333,15,0.0,0.0,1.4464,,,,,,0.7747,1.0842
SPAL,NONE,19,19,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6154,13,15.0,15.0,1.7413,0.625,16,-15.0,-15.0,-1.031,0.6667,12,3.0,3.0,1.1875,0.75,12,-1.0,-1.0,-1.4433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPAX,QQQ,19,19,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7692,13,-3.0,-3.0,1.239,0.75,16,-15.0,-15.0,-0.965,0.8,10,1.0,1.0,0.7262,0.6667,12,-5.0,-5.0,-0.74,,,,,,,,,,,,,,,,,,,,,0.75,12,-3.0,-3.0,1.6556,0.6538,26,-2.0,-2.0,-1.0735,0.6364,11,-3.0,-3.0,1.4657,0.625,40,0.0,0.0,-1.0416,0.3352,1.2444
SPCE,SPY,39,39,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,10,-9.0,-9.0,0.6529,0.64,50,-1.0,0.0,-0.4094,0.8571,14,7.0,7.0,2.52,0.7188,32,-8.0,-7.0,-1.0948,,,,,,,,,,,,,,,,,,,,,0.6129,31,1.0,1.0,0.6663,,,,,,,,,,,0.7391,23,-2.0,-2.0,-1.0047,0.3901,2.2037
SPCF,NONE,19,19,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7273,11,15.0,15.0,1.62,0.75,16,-15.0,-15.0,-0.9125,0.6,10,3.0,3.0,1.7833,0.6364,11,15.0,15.0,-3.2957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPCG,NONE,19,19,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7143,14,15.0,15.0,1.178,0.8182,11,-6.0,-6.0,-0.9856,0.7273,11,1.0,1.0,1.2762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPCH,NONE,19,19,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,12,5.0,5.0,0.7389,0.6818,22,-1.0,-1.0,-0.702,0.619,21,-4.0,-4.0,0.9969,0.6341,41,-1.0,0.0,-0.9073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPCL,QQQ,17,24,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10,15.0,15.0,3.6583,,,,,,,,,,,0.6364,11,-15.0,-15.0,-2.3786,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,27,0.0,1.0,-1.8667,,,,,,,,,,,0.522,2.1974
SPCM,NONE,19,19,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7273,11,-15.0,-15.0,-1.0625,,,,,,0.6364,11,-15.0,-15.0,-2.1643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPCQ,NONE,19,19,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,10,15.0,15.0,1.2771,0.8462,13,-15.0,-15.0,-1.2655,0.7,10,15.0,15.0,1.7314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPCU,NONE,19,19,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,12,15.0,15.0,1.7775,0.6875,16,-15.0,-15.0,-0.9755,0.8182,11,-3.0,-3.0,2.1922,0.6364,11,-5.0,-5.0,-0.9557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPCX,QQQ,20,20,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6111,18,-4.0,-4.0,0.5655,0.6792,53,-7.0,-5.0,-0.3128,0.7,10,15.0,15.0,1.3171,0.65,40,-6.0,-5.0,-0.4285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6875,32,2.0,2.0,0.5436,,,,,,0.3248,0.5892
SPDN,IWM,34,36,175,0.6667,12,-1.0,-1.0,0.1763,0.8,15,0.0,0.0,-0.1,,,,,,0.7667,30,-1.0,0.0,-0.1339,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,10,-1.0,-1.0,-0.0975,,,,,,0.7857,28,-1.0,0.0,-0.1345,,,,,,0.6863,51,-1.0,-1.0,-0.056,,,,,,0.7273,66,-2.0,-1.0,-0.099,,,,,,,,,,,,,,,,,,,,,,,,,,0.6447,76,0.0,1.0,-0.0786,,,,,,0.6974,76,0.0,1.0,-0.1353,-0.7658,-0.5237
SPEM,QQQ,12,12,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6068,117,0.0,1.0,0.0806,,,,,,0.6,35,1.0,1.0,0.1014,0.6667,24,-2.0,-2.0,-0.1531,,,,,,,,,,,,,,,,,,,,,0.6154,65,-1.0,-1.0,0.1222,0.7,10,-3.0,-3.0,-0.1086,0.6364,11,2.0,2.0,0.1243,,,,,,0.828,0.8334
SPGI,XLF,26,26,231,,,,,,0.6522,23,-1.0,0.0,-0.8233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6275,51,1.0,2.0,-0.17,0.6,10,-4.0,-4.0,0.2733,0.6429,14,2.0,2.0,-0.2844,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,21,1.0,1.0,-0.1407,,,,,,,,,,,0.4889,0.8488
SPHD,IWM,19,19,216,,,,,,,,,,,0.7273,11,0.0,0.0,0.3775,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10,0.0,0.0,0.325,,,,,,0.7,10,0.0,0.0,0.2886,,,,,,,,,,,0.6237,93,0.0,0.0,-0.0674,,,,,,0.64,75,-1.0,-1.0,-0.1183,,,,,,,,,,,,,,,,,,,,,,,,,,0.6271,59,-1.0,-1.0,-0.0835,0.6071,28,-3.0,-2.0,0.1076,0.6207,58,-1.0,-1.0,-0.1092,-0.0341,-0.0131
SPHY,IWM,20,21,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7778,108,0.0,0.0,-0.0129,,,,,,0.6126,111,0.0,0.0,-0.0259,,,,,,,,,,,,,,,,,,,,,,,,,,0.7126,167,-1.0,1.0,-0.0139,,,,,,0.6667,60,-1.0,-1.0,-0.0223,0.6962,0.1191
SPIR,SPY,30,31,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,16,0.0,0.0,-3.1014,,,,,,0.75,16,0.0,0.0,-3.4183,0.8,15,2.0,2.0,0.6017,0.7333,15,-3.0,-3.0,-0.9945,0.6429,14,-6.0,-6.0,0.6678,0.6,10,-4.0,-4.0,-0.9167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6923,13,1.0,1.0,1.0144,,,,,,0.4755,1.9855
SPMO,QQQ,39,39,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8182,11,-1.0,-1.0,0.5033,0.8462,13,0.0,0.0,-0.4845,0.6364,11,-1.0,-1.0,0.9114,0.7692,13,0.0,0.0,-0.756,0.6512,172,-1.0,2.0,0.1907,0.6,10,-4.0,-4.0,-0.2517,0.6444,90,1.0,2.0,0.2395,,,,,,,,,,,,,,,,,,,,,,,,,,0.6439,132,0.0,2.0,0.1442,0.6,10,-3.0,-3.0,-0.22,0.6667,66,1.0,2.0,0.1843,,,,,,0.9495,1.6095
SPOT,KWEB,32,32,234,0.7273,11,0.0,0.0,0.835,0.7143,14,-1.0,-1.0,-0.852,0.6364,11,0.0,0.0,1.1686,0.6429,14,-1.0,-1.0,-1.2189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6452,31,0.0,0.0,-0.229,,,,,,0.6667,36,-1.0,-1.0,-0.4487,,,,,,,,,,,,,,,,,,,,,,,,,,0.6562,32,1.0,1.0,-0.2414,0.6364,11,-4.0,-4.0,1.4329,0.6,20,-2.0,-2.0,-0.5108,-0.1869,-0.1252
