ticker_a,ticker_b,bench,PRE_total,PRE_converged,PRE_unresolved,PRE_hard,PRE_soft,PRE_rate,PRE_rate_lb,PRE_wins,PRE_win_rate,PRE_win_rate_lb,PRE_alpha,PRE_alpha_z,PRE_sigma,PRE_sigma_rate,PRE_sigma_n,PRE_gamma,PRE_gamma_rate,PRE_gamma_n,PRE_gamma_cap,PRE_avg_peak,PRE_p90_peak,PRE_median_bars,PRE_cap_mean,PRE_cap_p50,PRE_cap_p10,PRE_cap_lb,PRE_cap_conv_mean,PRE_conv_per_day,PRE_total_per_day,PRE_score,PRE_long_total,PRE_long_rate,PRE_long_alpha,PRE_short_total,PRE_short_rate,PRE_short_alpha,PRE_alpha_pos,PRE_alpha_neg,PRE_sigma_pos,PRE_sigma_rate_pos,PRE_sigma_n_pos,PRE_sigma_neg,PRE_sigma_rate_neg,PRE_sigma_n_neg,PRE_gamma_pos,PRE_gamma_rate_pos,PRE_gamma_n_pos,PRE_gamma_cap_pos,PRE_gamma_neg,PRE_gamma_rate_neg,PRE_gamma_n_neg,PRE_gamma_cap_neg,PRE_corr,PRE_beta,PRE_alpha_ols,PRE_resid_std,PRE_mr_lambda,PRE_half_life,PRE_beta_drift,PRE_adf_t,PRE_adf_p,PRE_adf_stationary_5pct,PRE_n_bars,PRE_n_days,OPEN_total,OPEN_converged,OPEN_unresolved,OPEN_hard,OPEN_soft,OPEN_rate,OPEN_rate_lb,OPEN_wins,OPEN_win_rate,OPEN_win_rate_lb,OPEN_alpha,OPEN_alpha_z,OPEN_sigma,OPEN_sigma_rate,OPEN_sigma_n,OPEN_gamma,OPEN_gamma_rate,OPEN_gamma_n,OPEN_gamma_cap,OPEN_avg_peak,OPEN_p90_peak,OPEN_median_bars,OPEN_cap_mean,OPEN_cap_p50,OPEN_cap_p10,OPEN_cap_lb,OPEN_cap_conv_mean,OPEN_conv_per_day,OPEN_total_per_day,OPEN_score,OPEN_long_total,OPEN_long_rate,OPEN_long_alpha,OPEN_short_total,OPEN_short_rate,OPEN_short_alpha,OPEN_alpha_pos,OPEN_alpha_neg,OPEN_sigma_pos,OPEN_sigma_rate_pos,OPEN_sigma_n_pos,OPEN_sigma_neg,OPEN_sigma_rate_neg,OPEN_sigma_n_neg,OPEN_gamma_pos,OPEN_gamma_rate_pos,OPEN_gamma_n_pos,OPEN_gamma_cap_pos,OPEN_gamma_neg,OPEN_gamma_rate_neg,OPEN_gamma_n_neg,OPEN_gamma_cap_neg,OPEN_corr,OPEN_beta,OPEN_alpha_ols,OPEN_resid_std,OPEN_mr_lambda,OPEN_half_life,OPEN_beta_drift,OPEN_adf_t,OPEN_adf_p,OPEN_adf_stationary_5pct,OPEN_n_bars,OPEN_n_days,INTRA_total,INTRA_converged,INTRA_unresolved,INTRA_hard,INTRA_soft,INTRA_rate,INTRA_rate_lb,INTRA_wins,INTRA_win_rate,INTRA_win_rate_lb,INTRA_alpha,INTRA_alpha_z,INTRA_sigma,INTRA_sigma_rate,INTRA_sigma_n,INTRA_gamma,INTRA_gamma_rate,INTRA_gamma_n,INTRA_gamma_cap,INTRA_avg_peak,INTRA_p90_peak,INTRA_median_bars,INTRA_cap_mean,INTRA_cap_p50,INTRA_cap_p10,INTRA_cap_lb,INTRA_cap_conv_mean,INTRA_conv_per_day,INTRA_total_per_day,INTRA_score,INTRA_long_total,INTRA_long_rate,INTRA_long_alpha,INTRA_short_total,INTRA_short_rate,INTRA_short_alpha,INTRA_alpha_pos,INTRA_alpha_neg,INTRA_sigma_pos,INTRA_sigma_rate_pos,INTRA_sigma_n_pos,INTRA_sigma_neg,INTRA_sigma_rate_neg,INTRA_sigma_n_neg,INTRA_gamma_pos,INTRA_gamma_rate_pos,INTRA_gamma_n_pos,INTRA_gamma_cap_pos,INTRA_gamma_neg,INTRA_gamma_rate_neg,INTRA_gamma_n_neg,INTRA_gamma_cap_neg,INTRA_corr,INTRA_beta,INTRA_alpha_ols,INTRA_resid_std,INTRA_mr_lambda,INTRA_half_life,INTRA_beta_drift,INTRA_adf_t,INTRA_adf_p,INTRA_adf_stationary_5pct,INTRA_n_bars,INTRA_n_days
ARTY,DRAL,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,0.206543,0.0,0.0,0.0,1.933403,1.239936,,,0.0,,,0.0,,1.933403,1.933403,26.0,-0.106509,-0.106509,-0.106509,,-0.106509,0.019608,0.019608,0.019608,1.0,1.0,1.933403,0.0,,,1.933403,,,,0.0,,,0.0,,,0.0,,,,0.0,,0.828473,0.176247,0.333256,1.559276,0.000423,,0.036022,,,,1114.0,51.0,28.0,17.0,11.0,2.0,15.0,0.607143,0.424087,10.0,0.357143,0.207056,1.937369,1.189062,,,0.0,,,0.0,,2.141233,3.007015,94.0,-0.088522,-0.122966,-0.813943,-0.34536,-0.050697,0.333333,0.54902,0.333333,13.0,0.6923,1.974407,15.0,0.5333,1.601483,1.974407,1.601483,,,0.0,,,0.0,,,0.0,,,,0.0,,0.82365,0.195282,0.287155,1.629325,-0.001506,459.890974,0.002775,,,,6002.0,51.0
ARTY,DRAM,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,1.0,0.342372,1.0,0.5,0.094529,1.998828,1.370557,,,0.0,,,0.0,,1.998828,2.081293,31.5,-0.121786,-0.121786,-0.441852,-0.905947,-0.121786,0.037037,0.037037,0.037037,2.0,1.0,1.998828,0.0,,,1.998828,,,,0.0,,,0.0,,,0.0,,,,0.0,,0.836255,0.360504,0.276601,1.458405,2e-06,,0.082686,,,,1583.0,54.0,35.0,19.0,16.0,5.0,14.0,0.542857,0.381895,17.0,0.485714,0.32994,2.030452,1.259292,,,0.0,,,0.0,,2.139859,3.138495,256.0,-0.009555,-0.002219,-0.702392,-0.250748,0.07905,0.351852,0.648148,0.351852,17.0,0.6471,2.120759,18.0,0.4444,1.573825,2.120759,1.573825,,,0.0,,,0.0,,,0.0,,,,0.0,,0.831022,0.38018,0.082955,1.612375,-0.0007,989.85403,0.056965,,,,15816.0,54.0
ARTY,EEM,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,0.206543,0.0,0.0,0.0,1.49574,1.278658,,,0.0,,,0.0,,1.49574,1.49574,31.0,-0.131966,-0.131966,-0.131966,,-0.131966,0.018182,0.018182,0.018182,1.0,1.0,1.49574,0.0,,,1.49574,,,,0.0,,,0.0,,,0.0,,,,0.0,,0.828346,1.381229,0.23438,1.169773,-0.001252,553.230259,0.031772,,,,1586.0,55.0,31.0,19.0,12.0,2.0,17.0,0.612903,0.438238,17.0,0.548387,0.377719,1.846331,1.389983,,,0.0,,,0.0,,1.992623,2.794657,257.0,-0.015614,0.009634,-0.783047,-0.24695,0.127532,0.345455,0.563636,0.345455,16.0,0.625,1.821105,15.0,0.6,2.182013,1.821105,2.182013,,,0.0,,,0.0,,,0.0,,,,0.0,,0.831646,1.442901,0.121644,1.328311,-0.001211,571.992328,0.037346,,,,16048.0,55.0
ARTY,EWY,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.206543,,,,,0.0,,,0.0,,,,,0.24469,0.24469,0.24469,,,0.0,0.017544,0.0,0.0,,,1.0,0.0,,,,,,0.0,,,0.0,,,0.0,,,,0.0,,0.811693,0.612001,0.335597,1.234934,-0.003102,223.084836,0.168464,,,,1662.0,57.0,40.0,21.0,19.0,2.0,19.0,0.525,0.374971,19.0,0.475,0.329352,1.74935,1.317111,,,0.0,,,0.0,,1.934661,2.814189,242.0,0.091463,-0.018299,-0.499133,-0.080189,0.207482,0.368421,0.701754,0.368421,18.0,0.6111,1.684497,22.0,0.4545,1.863429,1.684497,1.863429,,,0.0,,,0.0,,,0.0,,,,0.0,,0.791221,0.634075,0.360756,1.328172,-0.00154,449.772107,0.161939,,,,16624.0,57.0
ARTY,FOTO,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,0.206543,1.0,1.0,0.206543,0.939861,0.711808,,,0.0,,,0.0,,0.939861,0.939861,10.0,0.465258,0.465258,0.465258,,0.465258,0.018868,0.018868,0.018868,0.0,,,1.0,1.0,0.939861,,0.939861,,,0.0,,,0.0,,,0.0,,,,0.0,,0.727256,0.564966,-0.100586,1.320385,-0.010189,67.685009,0.051222,,,,1293.0,53.0,41.0,26.0,15.0,9.0,17.0,0.634146,0.481204,23.0,0.560976,0.410403,1.442442,0.975031,,,0.0,,,0.0,,1.902427,3.051159,118.0,0.037073,0.086013,-0.942671,-0.218637,0.134151,0.490566,0.773585,0.490566,20.0,0.7,1.442442,21.0,0.5714,1.672797,1.442442,1.672797,,,0.0,,,0.0,,,0.0,,,,0.0,,0.773734,0.518708,0.078862,1.479381,-0.001634,423.829066,0.031685,,,,9455.0,53.0
ARTY,GPIQ,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.206543,,,,,0.0,,,0.0,,,,,0.392376,0.392376,0.392376,,,0.0,0.017241,0.0,1.0,0.0,,0.0,,,,,,,0.0,,,0.0,,,0.0,,,,0.0,,0.856933,2.258948,-0.00381,1.200289,-0.002138,323.913337,0.352064,,,,1647.0,58.0,32.0,23.0,9.0,3.0,20.0,0.71875,0.546252,17.0,0.53125,0.364492,1.54312,1.115949,,,0.0,,,0.0,,1.942614,3.00522,259.0,0.038475,0.024951,-0.787158,-0.175119,0.120619,0.396552,0.551724,0.396552,18.0,0.6667,1.814502,14.0,0.7857,1.34767,1.814502,1.34767,,,0.0,1.0,0.714286,7.0,,,0.0,,,,0.0,,0.86149,2.131291,-0.037532,1.382787,-0.001362,508.445736,0.190576,,,,16247.0,58.0
ARTY,HYNX,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,0.206543,0.0,0.0,0.0,2.429807,1.55201,,,0.0,,,0.0,,2.429807,2.429807,31.0,-1.287185,-1.287185,-1.287185,,-1.287185,0.027027,0.027027,0.027027,1.0,1.0,2.429807,0.0,,,2.429807,,,,0.0,,,0.0,,,0.0,,,,0.0,,0.704405,0.199141,0.298868,1.565588,-8e-05,8651.124961,0.033128,,,,992.0,37.0,29.0,15.0,14.0,2.0,13.0,0.517241,0.344307,16.0,0.551724,0.375477,2.651445,1.458077,,,0.0,,,0.0,,2.562364,3.734497,214.0,-0.050678,0.096873,-1.275279,-0.38543,0.155381,0.405405,0.783784,0.405405,14.0,0.4286,2.618127,15.0,0.6,2.651445,2.618127,2.651445,,,0.0,,,0.0,,,0.0,,,,0.0,,0.702163,0.185046,0.241565,1.818453,-0.000687,1009.318548,0.049487,,,,7682.0,37.0
ARTY,JEPQ,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,0.0,1.0,0.5,0.094529,1.0,0.5,0.094529,2.435614,2.016236,,,0.0,,,0.0,,2.435614,2.435614,30.0,-0.339597,-0.339597,-0.947988,-1.830155,-1.100086,0.017241,0.034483,0.017241,1.0,0.0,,1.0,1.0,2.435614,,2.435614,,,0.0,,,0.0,,,0.0,,,,0.0,,0.851666,2.406505,0.024884,1.208,-0.003438,201.284671,0.464075,,,,1683.0,58.0,33.0,20.0,13.0,4.0,16.0,0.606061,0.436831,16.0,0.484848,0.325038,1.503768,1.099035,,,0.0,,,0.0,,1.904491,3.489316,270.0,0.034782,-0.013959,-0.743735,-0.162463,0.178475,0.344828,0.568966,0.344828,19.0,0.4737,1.562048,14.0,0.7857,1.445489,1.562048,1.445489,,,0.0,1.2,0.714286,7.0,,,0.0,,,,0.0,,0.861657,2.34884,-0.09985,1.368262,-0.001268,546.155397,0.512431,,,,16934.0,58.0
ARTY,KORU,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,1.0,0.342372,0.0,0.0,0.0,2.725473,1.286832,,,0.0,,,0.0,,2.725473,2.914721,29.0,-0.366288,-0.366288,-0.477054,-0.637663,-0.366288,0.037736,0.037736,0.037736,2.0,1.0,2.725473,0.0,,,2.725473,,,,0.0,,,0.0,,,0.0,,,,0.0,,0.814762,0.078657,0.198805,2.117971,0.000528,,0.070955,,,,1549.0,53.0,51.0,34.0,17.0,11.0,23.0,0.666667,0.529681,25.0,0.490196,0.358573,1.884919,0.856348,,,0.0,,,0.0,,2.363516,3.92362,255.0,0.068514,-0.012319,-0.88859,-0.156677,0.284809,0.641509,0.962264,0.641509,27.0,0.7037,1.813681,24.0,0.625,2.042508,1.813681,2.042508,,,0.0,,,0.0,,,0.0,,,,0.0,,0.787538,0.096264,0.013246,2.201114,-0.000578,1198.436472,0.086852,,,,15362.0,53.0
ARTY,MULL,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,1.0,0.0,3.0,0.75,0.300636,1.0,0.25,0.045586,2.185746,1.145623,,,0.0,,,0.0,,2.378201,3.01377,31.0,-0.066749,-0.214609,-0.465546,-0.584535,0.025973,0.055556,0.074074,0.055556,4.0,0.75,2.185746,0.0,,,2.185746,,,,0.0,,,0.0,,,0.0,,,,0.0,,0.755506,0.088342,0.066035,1.90791,0.002091,,0.086761,,,,1574.0,54.0,47.0,27.0,20.0,7.0,20.0,0.574468,0.432817,20.0,0.425532,0.295134,1.959701,0.902235,,,0.0,,,0.0,,2.440461,3.810671,232.0,-0.088048,-0.193225,-1.212682,-0.36253,0.239453,0.5,0.87037,0.5,26.0,0.5,1.959701,21.0,0.6667,2.037549,1.959701,2.037549,,,0.0,,,0.0,,,0.0,,,,0.0,,0.759979,0.092279,-0.313827,2.172052,-0.000182,3803.770002,0.066112,,,,15285.0,54.0
ARTY,MUU,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,0.0,2.0,0.666667,0.207655,0.0,0.0,0.0,2.913056,1.390375,,,0.0,,,0.0,,2.913056,3.30693,29.0,-0.325627,-0.30184,-0.513995,-0.58639,-0.33752,0.037037,0.055556,0.037037,3.0,0.6667,2.913056,0.0,,,2.913056,,,,0.0,,,0.0,,,0.0,,,,0.0,,0.757508,0.075771,0.031127,2.095159,0.000537,,0.102737,,,,1579.0,54.0,50.0,26.0,24.0,10.0,16.0,0.52,0.385115,21.0,0.42,0.293748,2.060204,0.926218,,,0.0,,,0.0,,2.470395,3.848676,222.5,-0.029848,-0.151934,-1.217787,-0.304907,0.361465,0.481481,0.925926,0.481481,27.0,0.4815,2.049775,23.0,0.5652,2.208334,2.049775,2.208334,,,0.0,,,0.0,,,0.0,,,,0.0,,0.758879,0.089653,-0.364396,2.224319,-0.000385,1801.934001,0.079205,,,,15670.0,54.0
ARTY,MVLL,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,1.0,0.342372,0.0,0.0,0.0,1.712225,0.998598,,,0.0,,,0.0,,1.712225,2.219086,30.0,-0.430813,-0.430813,-0.569789,-0.771304,-0.430813,0.035088,0.035088,0.035088,2.0,1.0,1.712225,0.0,,,1.712225,,,,0.0,,,0.0,,,0.0,,,,0.0,,0.748468,0.133299,0.311579,1.714629,0.001179,,0.094085,,,,1661.0,57.0,39.0,24.0,15.0,4.0,20.0,0.615385,0.458988,19.0,0.487179,0.338649,1.848188,1.005917,,,0.0,,,0.0,,2.440544,4.417353,268.0,-0.042104,-0.125009,-0.968507,-0.265202,0.041993,0.421053,0.684211,0.421053,18.0,0.7222,1.845353,21.0,0.5238,1.851023,1.845353,1.851023,,,0.0,,,0.0,,,0.0,,,,0.0,,0.77316,0.141991,0.25686,1.837316,-0.000653,1061.716882,0.088469,,,,16131.0,57.0
ARTY,QLD,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,1.0,2.0,1.0,0.438494,1.0,0.333333,0.06149,1.912057,1.758362,,,0.0,,,0.0,,1.84491,2.712037,29.0,-0.450938,-0.870263,-1.00943,-1.448164,-0.450938,0.051724,0.051724,0.051724,2.0,1.0,1.311348,1.0,1.0,2.912032,1.311348,2.912032,,,0.0,,,0.0,,,0.0,,,,0.0,,0.859921,1.079466,-0.002696,1.087408,-0.002479,279.251941,0.189641,,,,1694.0,58.0,28.0,17.0,11.0,0.0,17.0,0.607143,0.424087,11.0,0.392857,0.235655,2.021613,1.551493,,,0.0,,,0.0,,2.074695,3.057964,274.0,-0.159768,-0.131807,-0.901086,-0.354583,-0.09751,0.293103,0.482759,0.293103,15.0,0.4667,1.736293,13.0,0.7692,2.106647,1.736293,2.106647,,,0.0,,,0.0,,,0.0,,,,0.0,,0.866877,0.971783,-0.074511,1.303011,-0.001393,497.222426,0.033136,,,,16782.0,58.0
ARTY,QQQ,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,1.0,2.0,1.0,0.438494,1.0,0.333333,0.06149,1.911635,1.775043,,,0.0,,,0.0,,1.819225,2.628923,29.0,-0.469793,-0.868933,-1.041775,-1.471327,-0.469793,0.051724,0.051724,0.051724,2.0,1.0,1.324714,1.0,1.0,2.808245,1.324714,2.808245,,,0.0,,,0.0,,,0.0,,,,0.0,,0.85806,2.172767,-0.016218,1.076952,-0.003183,217.39745,0.402856,,,,1700.0,58.0,27.0,17.0,10.0,0.0,17.0,0.62963,0.442289,10.0,0.37037,0.215323,2.022379,1.56297,,,0.0,,,0.0,,2.088821,3.061125,278.0,-0.175711,-0.172789,-0.927709,-0.380524,-0.066105,0.293103,0.465517,0.293103,14.0,0.4286,1.885511,13.0,0.8462,2.022379,1.885511,2.022379,,,0.0,,,0.0,,,0.0,,,,0.0,,0.861983,1.961115,-0.088034,1.293933,-0.001503,460.887593,0.097143,,,,16936.0,58.0
ARTY,QQQI,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,1.0,0.342372,1.0,0.5,0.094529,2.101876,1.693887,,,0.0,,,0.0,,2.101876,2.714846,31.5,-0.522228,-0.522228,-1.287573,-2.397322,-0.522228,0.034483,0.034483,0.034483,1.0,1.0,1.335665,1.0,1.0,2.868088,1.335665,2.868088,,,0.0,,,0.0,,,0.0,,,,0.0,,0.852654,2.286624,-0.081887,1.24086,-0.000348,1993.059316,0.963191,,,,1682.0,58.0,26.0,17.0,9.0,1.0,16.0,0.653846,0.462202,10.0,0.384615,0.224284,1.796599,1.257821,,,0.0,,,0.0,,2.001782,3.28832,287.0,-0.112355,-0.148383,-0.807366,-0.324096,0.090361,0.293103,0.448276,0.293103,15.0,0.5333,1.608346,11.0,0.8182,2.003547,1.608346,2.003547,,,0.0,,,0.0,,,0.0,,,,0.0,,0.863428,2.126737,-0.152304,1.428343,-0.001186,583.975645,0.676794,,,,16896.0,58.0
ARTY,QQQM,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,0.206543,1.0,1.0,0.206543,0.769468,0.715744,,,0.0,,,0.0,,0.769468,0.769468,24.0,0.663865,0.663865,0.663865,,0.663865,0.017241,0.017241,0.017241,1.0,1.0,0.769468,0.0,,,0.769468,,,,0.0,,,0.0,,,0.0,,,,0.0,,0.861844,2.161916,-0.030932,1.075061,-0.002591,267.140147,0.390287,,,,1672.0,58.0,28.0,17.0,11.0,1.0,16.0,0.607143,0.424087,11.0,0.392857,0.235655,2.006251,1.548642,,,0.0,,,0.0,,2.054861,3.077319,285.0,-0.138167,-0.159572,-0.886326,-0.343019,-0.07096,0.293103,0.482759,0.293103,15.0,0.4667,1.717507,13.0,0.7692,2.009283,1.717507,2.009283,,,0.0,,,0.0,,,0.0,,,,0.0,,0.867356,1.956169,-0.104155,1.29549,-0.001415,489.621086,0.103506,,,,16888.0,58.0
ARTY,QYLD,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,1.0,0.342372,0.0,0.0,0.0,2.527596,1.847032,,,0.0,,,0.0,,2.527596,2.802254,28.5,-0.388055,-0.388055,-0.522784,-0.71814,-0.388055,0.036364,0.036364,0.036364,2.0,1.0,2.527596,0.0,,,2.527596,,,,0.0,,,0.0,,,0.0,,,,0.0,,0.787979,2.826234,-0.093927,1.368463,-0.000296,2344.479381,1.250397,,,,1563.0,55.0,34.0,22.0,12.0,3.0,19.0,0.647059,0.479137,15.0,0.441176,0.288832,1.616345,0.98901,,,0.0,,,0.0,,1.986374,3.033136,250.0,-0.072266,-0.059596,-0.662991,-0.266102,-0.042121,0.4,0.618182,0.4,17.0,0.5294,1.666257,17.0,0.7647,1.500896,1.666257,1.500896,,,0.0,,,0.0,,,0.0,,,,0.0,,0.77501,2.651943,-0.234446,1.634306,-0.001653,418.870066,1.363079,,,,15484.0,55.0
ARTY,RAM,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,1.0,0.342372,1.0,0.5,0.094529,2.050756,1.376343,,,0.0,,,0.0,,2.050756,2.096149,31.5,-0.090669,-0.090669,-0.456374,-0.986646,-0.090669,0.037736,0.037736,0.037736,2.0,1.0,2.050756,0.0,,,2.050756,,,,0.0,,,0.0,,,0.0,,,,0.0,,0.829843,0.170632,0.313369,1.490003,0.00065,,0.03875,,,,1545.0,53.0,35.0,18.0,17.0,3.0,15.0,0.514286,0.355685,18.0,0.514286,0.355685,2.021943,1.228202,,,0.0,,,0.0,,2.148678,3.18064,257.0,-0.058406,0.003048,-0.777929,-0.291194,0.059305,0.339623,0.660377,0.339623,18.0,0.6667,2.068539,17.0,0.3529,1.702746,2.068539,1.702746,,,0.0,,,0.0,,,0.0,,,,0.0,,0.830483,0.182101,0.127391,1.646263,-0.000609,1137.18554,0.038831,,,,15366.0,53.0
ARTY,SKHL,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,1.0,1.0,1.0,0.342372,1.0,0.5,0.094529,1.995143,1.417192,,,0.0,,,0.0,,1.995143,2.183017,29.0,-0.375911,-0.375911,-1.183666,-2.354911,-0.375911,0.04878,0.04878,0.04878,2.0,1.0,1.995143,0.0,,,1.995143,,,,0.0,,,0.0,,,0.0,,,,0.0,,0.724915,0.216603,0.27083,1.407815,0.001187,,0.026273,,,,1169.0,41.0,29.0,15.0,14.0,2.0,13.0,0.517241,0.344307,14.0,0.482759,0.313858,2.53518,1.512786,,,0.0,,,0.0,,2.530671,3.667483,238.0,-0.004101,0.0,-1.107168,-0.352562,0.232364,0.365854,0.707317,0.365854,15.0,0.4667,2.378961,14.0,0.5714,2.538587,2.378961,2.538587,,,0.0,,,0.0,,,0.0,,,,0.0,,0.701842,0.193524,0.123511,1.675835,-0.000664,1044.1555,0.003416,,,,10244.0,41.0
ARTY,SMH,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,,,-0.237809,-0.237809,-0.237809,,,0.0,0.018868,0.0,1.0,0.0,,0.0,,,,,,,0.0,,,0.0,,,0.0,,,,0.0,,0.852784,0.765256,-0.07468,1.343379,-0.001071,646.787856,0.017905,,,,1548.0,53.0,26.0,11.0,15.0,0.0,11.0,0.423077,0.255442,15.0,0.576923,0.389483,1.793024,1.310327,,,0.0,,,0.0,,2.407046,4.599903,312.0,0.06576,0.10454,-0.581134,-0.146095,0.215489,0.207547,0.490566,0.207547,15.0,0.3333,2.629035,11.0,0.5455,1.5221,2.629035,1.5221,,,0.0,,,0.0,,,0.0,,,,0.0,,0.86523,0.749555,-0.119985,1.368379,-0.001418,488.528418,0.11254,,,,15447.0,53.0
ARTY,SOXL,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,0.206543,1.0,1.0,0.206543,0.81233,0.625662,,,0.0,,,0.0,,0.81233,0.81233,26.0,0.568483,0.568483,0.568483,,0.568483,0.018519,0.018519,0.018519,1.0,1.0,0.81233,0.0,,,0.81233,,,,0.0,,,0.0,,,0.0,,,,0.0,,0.86455,0.226247,0.075708,1.298352,-0.002239,309.259399,0.03805,,,,1578.0,54.0,19.0,14.0,5.0,0.0,14.0,0.736842,0.51208,10.0,0.526316,0.317075,1.88281,1.46795,,,0.0,,,0.0,,2.274276,4.154012,270.0,-0.022544,0.067325,-0.645957,-0.263048,0.04054,0.259259,0.351852,0.259259,11.0,0.7273,2.206212,8.0,0.75,1.5007,2.206212,1.5007,,,0.0,,,0.0,,,0.0,,,,0.0,,0.864431,0.223897,0.001611,1.282612,-0.001737,398.624055,0.055994,,,,15705.0,54.0
ARTY,SOXX,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,0.206543,1.0,1.0,0.206543,0.533217,0.409826,,,0.0,,,0.0,,0.533217,0.533217,27.0,0.726972,0.726972,0.726972,,0.726972,0.018519,0.018519,0.018519,1.0,1.0,0.533217,0.0,,,0.533217,,,,0.0,,,0.0,,,0.0,,,,0.0,,0.866399,0.666014,0.042432,1.30108,-0.002127,325.504098,0.115283,,,,1573.0,54.0,20.0,15.0,5.0,0.0,15.0,0.75,0.531295,11.0,0.55,0.342082,1.874215,1.419769,,,0.0,,,0.0,,2.226996,4.021025,279.0,-0.043545,0.040985,-0.66465,-0.260641,-0.010563,0.277778,0.37037,0.277778,11.0,0.7273,2.317829,9.0,0.7778,1.452277,2.317829,1.452277,,,0.0,,,0.0,,,0.0,,,,0.0,,0.868584,0.648179,-0.039274,1.320084,-0.001528,453.386885,0.183773,,,,15705.0,54.0
