ticker_a,ticker_b,bench,PRE_total,PRE_converged,PRE_unresolved,PRE_hard,PRE_soft,PRE_rate,PRE_rate_lb,PRE_wins,PRE_win_rate,PRE_win_rate_lb,PRE_alpha,PRE_alpha_z,PRE_sigma,PRE_sigma_rate,PRE_sigma_n,PRE_gamma,PRE_gamma_rate,PRE_gamma_n,PRE_gamma_cap,PRE_avg_peak,PRE_p90_peak,PRE_median_bars,PRE_cap_mean,PRE_cap_p50,PRE_cap_p10,PRE_cap_lb,PRE_cap_conv_mean,PRE_conv_per_day,PRE_total_per_day,PRE_score,PRE_long_total,PRE_long_rate,PRE_long_alpha,PRE_short_total,PRE_short_rate,PRE_short_alpha,PRE_alpha_pos,PRE_alpha_neg,PRE_sigma_pos,PRE_sigma_rate_pos,PRE_sigma_n_pos,PRE_sigma_neg,PRE_sigma_rate_neg,PRE_sigma_n_neg,PRE_gamma_pos,PRE_gamma_rate_pos,PRE_gamma_n_pos,PRE_gamma_cap_pos,PRE_gamma_neg,PRE_gamma_rate_neg,PRE_gamma_n_neg,PRE_gamma_cap_neg,PRE_corr,PRE_beta,PRE_alpha_ols,PRE_resid_std,PRE_mr_lambda,PRE_half_life,PRE_beta_drift,PRE_adf_t,PRE_adf_p,PRE_adf_stationary_5pct,PRE_n_bars,PRE_n_days,OPEN_total,OPEN_converged,OPEN_unresolved,OPEN_hard,OPEN_soft,OPEN_rate,OPEN_rate_lb,OPEN_wins,OPEN_win_rate,OPEN_win_rate_lb,OPEN_alpha,OPEN_alpha_z,OPEN_sigma,OPEN_sigma_rate,OPEN_sigma_n,OPEN_gamma,OPEN_gamma_rate,OPEN_gamma_n,OPEN_gamma_cap,OPEN_avg_peak,OPEN_p90_peak,OPEN_median_bars,OPEN_cap_mean,OPEN_cap_p50,OPEN_cap_p10,OPEN_cap_lb,OPEN_cap_conv_mean,OPEN_conv_per_day,OPEN_total_per_day,OPEN_score,OPEN_long_total,OPEN_long_rate,OPEN_long_alpha,OPEN_short_total,OPEN_short_rate,OPEN_short_alpha,OPEN_alpha_pos,OPEN_alpha_neg,OPEN_sigma_pos,OPEN_sigma_rate_pos,OPEN_sigma_n_pos,OPEN_sigma_neg,OPEN_sigma_rate_neg,OPEN_sigma_n_neg,OPEN_gamma_pos,OPEN_gamma_rate_pos,OPEN_gamma_n_pos,OPEN_gamma_cap_pos,OPEN_gamma_neg,OPEN_gamma_rate_neg,OPEN_gamma_n_neg,OPEN_gamma_cap_neg,OPEN_corr,OPEN_beta,OPEN_alpha_ols,OPEN_resid_std,OPEN_mr_lambda,OPEN_half_life,OPEN_beta_drift,OPEN_adf_t,OPEN_adf_p,OPEN_adf_stationary_5pct,OPEN_n_bars,OPEN_n_days,INTRA_total,INTRA_converged,INTRA_unresolved,INTRA_hard,INTRA_soft,INTRA_rate,INTRA_rate_lb,INTRA_wins,INTRA_win_rate,INTRA_win_rate_lb,INTRA_alpha,INTRA_alpha_z,INTRA_sigma,INTRA_sigma_rate,INTRA_sigma_n,INTRA_gamma,INTRA_gamma_rate,INTRA_gamma_n,INTRA_gamma_cap,INTRA_avg_peak,INTRA_p90_peak,INTRA_median_bars,INTRA_cap_mean,INTRA_cap_p50,INTRA_cap_p10,INTRA_cap_lb,INTRA_cap_conv_mean,INTRA_conv_per_day,INTRA_total_per_day,INTRA_score,INTRA_long_total,INTRA_long_rate,INTRA_long_alpha,INTRA_short_total,INTRA_short_rate,INTRA_short_alpha,INTRA_alpha_pos,INTRA_alpha_neg,INTRA_sigma_pos,INTRA_sigma_rate_pos,INTRA_sigma_n_pos,INTRA_sigma_neg,INTRA_sigma_rate_neg,INTRA_sigma_n_neg,INTRA_gamma_pos,INTRA_gamma_rate_pos,INTRA_gamma_n_pos,INTRA_gamma_cap_pos,INTRA_gamma_neg,INTRA_gamma_rate_neg,INTRA_gamma_n_neg,INTRA_gamma_cap_neg,INTRA_corr,INTRA_beta,INTRA_alpha_ols,INTRA_resid_std,INTRA_mr_lambda,INTRA_half_life,INTRA_beta_drift,INTRA_adf_t,INTRA_adf_p,INTRA_adf_stationary_5pct,INTRA_n_bars,INTRA_n_days
RPG,SPRX,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,12.0,6.0,1.0,11.0,0.666667,0.437491,11.0,0.611111,0.386187,1.419081,1.668003,,,0.0,,,0.0,,1.59284,2.642111,67.0,0.068159,0.0293,-0.353653,-0.116498,0.120327,0.196721,0.295082,0.196721,12.0,0.75,1.394086,6.0,0.5,1.444075,1.394086,1.444075,,,0.0,,,0.0,,,0.0,,,,0.0,,0.873005,0.400158,-0.160662,0.850766,-0.002888,239.63815,0.040884,,,,5590.0,61.0
RPG,SPYG,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,20.0,15.0,5.0,15.0,0.571429,0.408571,19.0,0.542857,0.381895,1.669369,1.515972,,,0.0,,,0.0,,1.799356,2.732989,238.5,0.115291,0.078995,-0.633673,-0.070946,0.221294,0.327869,0.57377,0.327869,16.0,0.5625,1.719561,19.0,0.5789,1.479212,1.719561,1.479212,,,0.0,,,0.0,,,0.0,,,,0.0,,0.802183,1.42036,-0.19877,1.101188,-0.000883,784.712598,0.297552,,,,15986.0,61.0
RPG,STXL,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,20.0,8.0,3.0,17.0,0.714286,0.529404,8.0,0.285714,0.152538,1.855788,1.360098,,,0.0,,,0.0,,2.033214,3.193122,92.0,-0.306182,-0.312697,-1.478475,-0.637981,-0.196656,0.350877,0.491228,0.350877,14.0,0.7857,1.940018,14.0,0.6429,1.771558,1.940018,1.771558,,,0.0,,,0.0,,,0.0,,,,0.0,,0.700451,0.120644,-0.102526,1.364452,-0.000669,1036.281323,0.010257,,,,6188.0,57.0
RPG,TDIV,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,23.0,13.0,7.0,16.0,0.638889,0.475748,16.0,0.444444,0.29541,1.664537,1.199458,,,0.0,,,0.0,,1.877952,3.21827,83.0,0.059391,-0.077759,-0.669336,-0.140517,0.154469,0.383333,0.6,0.383333,21.0,0.5714,1.624648,15.0,0.7333,1.669427,1.624648,1.669427,,,0.0,,,0.0,,,0.0,,,,0.0,,0.753535,1.137719,-0.219483,1.387742,-0.000308,2250.267992,0.334953,,,,6697.0,60.0
RPG,TDVI,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,20.0,15.0,5.0,15.0,0.571429,0.408571,14.0,0.4,0.255505,1.921219,1.381396,,,0.0,,,0.0,,2.028962,3.280523,50.5,0.021831,-0.101712,-0.715392,-0.176169,0.219244,0.333333,0.583333,0.333333,19.0,0.5263,1.581866,16.0,0.625,2.043152,1.581866,2.043152,,,0.0,,,0.0,,,0.0,,,,0.0,,0.709952,1.046716,-0.032732,1.390781,-0.001306,530.359108,0.556416,,,,4861.0,60.0
RPG,TECL,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,14.0,3.0,0.0,14.0,0.823529,0.589701,9.0,0.529412,0.309629,1.410086,1.742202,1.2,0.666667,6.0,,,0.0,,1.611584,2.472562,186.5,0.1602,0.261942,-0.444045,-0.124126,0.196126,0.233333,0.283333,0.233333,13.0,0.8462,1.404748,4.0,0.75,1.996013,1.404748,1.996013,,,0.0,,,0.0,,,0.0,,,,0.0,,0.871668,0.305936,-0.23276,0.80937,-0.002248,308.001432,0.048137,,,,13094.0,60.0
RPG,TQQQ,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,18.0,8.0,1.0,17.0,0.692308,0.500114,18.0,0.692308,0.500114,1.548864,1.758409,,,0.0,,,0.0,,1.571963,2.135445,202.5,0.153895,0.105723,-0.35084,-0.020142,0.162567,0.305085,0.440678,0.305085,15.0,0.6667,1.548864,11.0,0.7273,1.467299,1.548864,1.467299,,,0.0,,,0.0,,,0.0,,,,0.0,,0.845367,0.41905,-0.121518,0.880832,-0.001627,425.739231,0.114455,,,,15540.0,59.0
RPG,TRFK,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,10.0,2.0,0.0,10.0,0.833333,0.551964,6.0,0.5,0.253778,1.192055,1.82548,,,0.0,,,0.0,,1.343412,1.542403,108.5,0.186298,-0.001521,-0.254757,-0.084193,0.243454,0.169492,0.20339,0.169492,6.0,1.0,1.192055,6.0,0.6667,1.206195,1.192055,1.206195,,,0.0,,,0.0,,,0.0,,,,0.0,,0.832235,0.540331,0.041276,0.653009,-0.008329,82.871378,0.011658,,,,7693.0,59.0
RPG,TSMX,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,24.0,5.0,5.0,19.0,0.827586,0.654512,16.0,0.551724,0.375477,1.429828,1.313227,,,0.0,,,0.0,,1.762825,3.026038,160.0,0.026727,0.076139,-0.820725,-0.248463,0.08614,0.413793,0.5,0.413793,13.0,0.8462,1.568188,16.0,0.8125,1.367324,1.568188,1.367324,,,0.0,,,0.0,,,0.0,,,,0.0,,0.758533,0.295189,-0.143056,1.08879,-0.001342,516.147538,0.039645,,,,11340.0,58.0
RPG,ULTY,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,21.0,13.0,2.0,19.0,0.617647,0.450407,19.0,0.558824,0.394536,1.334463,1.289713,,,0.0,,,0.0,,1.544258,2.178787,182.0,0.124989,0.097045,-0.437516,-0.041908,0.172893,0.344262,0.557377,0.344262,20.0,0.55,1.525336,14.0,0.7143,1.27059,1.525336,1.27059,,,0.0,,,0.0,,,0.0,,,,0.0,,0.848811,1.152386,0.063482,1.034697,-0.001444,479.734767,0.343734,,,,12018.0,61.0
RPG,USD,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,14.0,12.0,2.0,12.0,0.538462,0.354576,17.0,0.653846,0.462202,1.344141,1.601811,1.4,0.428571,7.0,,,0.0,,1.611368,2.579767,172.5,0.168421,0.104422,-0.387328,-0.036946,0.166034,0.229508,0.42623,0.229508,15.0,0.6,1.407854,11.0,0.4545,1.280428,1.407854,1.280428,,,0.0,,,0.0,,,0.0,,,,0.0,,0.832603,0.310074,-0.036787,0.839139,-0.002059,336.232918,0.050343,,,,13768.0,61.0
RPG,VBK,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,16.0,13.0,3.0,13.0,0.551724,0.375477,16.0,0.551724,0.375477,1.476441,1.37798,,,0.0,,,0.0,,1.732855,2.891089,180.5,0.098096,0.110844,-0.658623,-0.104643,0.196784,0.262295,0.47541,0.262295,15.0,0.6,1.388432,14.0,0.5,1.712615,1.388432,1.712615,,,0.0,,,0.0,,,0.0,,,,0.0,,0.816456,1.454453,0.098051,1.071453,-0.001652,419.269283,0.706935,,,,12533.0,61.0
RPG,VEU,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,21.0,17.0,4.0,17.0,0.552632,0.39706,22.0,0.578947,0.421921,1.327353,1.26828,,,0.0,,,0.0,,1.621692,2.468898,166.0,0.077238,0.256908,-0.823909,-0.114409,0.162701,0.35,0.633333,0.35,19.0,0.5263,1.417983,19.0,0.5789,1.327353,1.417983,1.327353,,,0.0,,,0.0,,,0.0,,,,0.0,,0.75445,1.645618,-0.035613,1.046578,-0.00066,1049.923903,0.404593,,,,15657.0,60.0
RPG,VGT,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,17.0,6.0,0.0,17.0,0.73913,0.535296,15.0,0.652174,0.4489,1.444109,1.71768,1.3,0.6,10.0,,,0.0,,1.616682,2.352608,190.0,0.228269,0.314542,-0.44093,-0.021282,0.249541,0.283333,0.383333,0.283333,14.0,0.7857,1.50571,9.0,0.6667,1.300544,1.50571,1.300544,,,0.0,1.0,0.571429,7.0,,,0.0,,,,0.0,,0.847421,1.007838,-0.222677,0.840732,-0.001723,401.969449,0.248864,,,,15881.0,60.0
RPG,VLUE,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,18.0,10.0,3.0,15.0,0.642857,0.4583,16.0,0.571429,0.390705,1.796386,1.631985,,,0.0,,,0.0,,1.823014,2.362905,195.5,0.058867,0.038951,-0.960421,-0.192504,0.102855,0.3,0.466667,0.3,15.0,0.4667,1.811944,13.0,0.8462,1.780827,1.811944,1.780827,,,0.0,,,0.0,,,0.0,,,,0.0,,0.814103,1.133573,-0.074126,1.100736,-0.001103,628.252297,0.073244,,,,13567.0,60.0
RPG,VOLT,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,19.0,9.0,3.0,16.0,0.678571,0.493385,16.0,0.571429,0.390705,1.70004,1.847714,,,0.0,,,0.0,,1.62834,2.06657,116.0,0.19393,0.067694,-0.431732,-0.009445,0.264404,0.316667,0.466667,0.316667,14.0,0.5714,1.725354,14.0,0.7857,1.67391,1.725354,1.67391,,,0.0,,,0.0,,,0.0,,,,0.0,,0.726864,0.848478,0.085481,0.920078,-0.005673,121.836558,0.04221,,,,8866.0,60.0
RPG,VONG,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,15.0,11.0,2.0,13.0,0.576923,0.389483,13.0,0.5,0.320603,1.857309,1.484135,,,0.0,,,0.0,,1.888684,2.736846,235.0,-0.01133,-0.018655,-0.78474,-0.229555,0.103308,0.25,0.433333,0.25,15.0,0.5333,1.381918,11.0,0.6364,2.025848,1.381918,2.025848,,,0.0,,,0.0,,,0.0,,,,0.0,,0.813863,1.220516,-0.203082,1.251442,-0.000719,963.18204,0.143066,,,,14524.0,60.0
RPG,VOOG,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,22.0,15.0,5.0,17.0,0.594595,0.434857,19.0,0.513514,0.358946,1.701317,1.462803,,,0.0,,,0.0,,1.829631,2.709294,231.0,0.079168,0.005841,-0.704274,-0.108391,0.147248,0.366667,0.616667,0.366667,18.0,0.6111,1.692669,19.0,0.5789,1.709966,1.692669,1.709966,,,0.0,,,0.0,,,0.0,,,,0.0,,0.80375,1.4239,-0.225226,1.163053,-0.000688,1006.95916,0.302939,,,,15739.0,60.0
RPG,VOT,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,19.0,9.0,2.0,17.0,0.678571,0.493385,13.0,0.464286,0.295313,1.429236,1.331785,,,0.0,,,0.0,,1.76966,2.975716,189.0,-0.052921,-0.037082,-0.685961,-0.276232,-0.081621,0.316667,0.466667,0.316667,10.0,0.8,1.473477,18.0,0.6111,1.429236,1.473477,1.429236,,,0.0,,,0.0,,,0.0,,,,0.0,,0.826934,1.612668,0.002449,1.073173,-0.001602,432.34568,0.644608,,,,11294.0,60.0
RPG,VPL,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,19.0,13.0,5.0,14.0,0.59375,0.422597,21.0,0.65625,0.483108,1.569636,1.571821,,,0.0,,,0.0,,1.70647,2.492359,119.0,0.238439,0.219026,-0.58335,0.023311,0.505272,0.316667,0.533333,0.316667,16.0,0.5625,1.79793,16.0,0.625,1.423033,1.79793,1.423033,,,0.0,1.2,0.555556,9.0,,,0.0,,,,0.0,,0.775548,0.946316,-0.068477,0.99861,-0.001831,378.183495,0.153532,,,,10303.0,60.0
RPG,VRT,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,20.0,13.0,5.0,15.0,0.606061,0.436831,13.0,0.393939,0.246829,1.734094,1.44908,,,0.0,,,0.0,,1.953679,2.760302,206.0,-0.093495,-0.150471,-0.954485,-0.399882,-0.190336,0.333333,0.55,0.333333,18.0,0.7222,2.128426,15.0,0.4667,1.339387,2.128426,1.339387,,,0.0,,,0.0,,,0.0,,,,0.0,,0.708333,0.311283,-0.153497,1.196686,-0.000234,2964.388007,0.020041,,,,15881.0,60.0
RPG,VWO,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,20.0,15.0,1.0,19.0,0.571429,0.408571,16.0,0.457143,0.304658,1.940526,1.55141,,,0.0,,,0.0,,2.019325,3.414962,218.0,-0.083001,-0.037163,-0.743323,-0.245401,-0.09596,0.327869,0.57377,0.327869,19.0,0.4737,1.635654,16.0,0.6875,2.010359,1.635654,2.010359,1.5,0.4,5.0,,,0.0,,,0.0,,,,0.0,,0.76187,1.440454,-0.056625,1.250814,-0.000246,2814.112321,0.602392,,,,16102.0,61.0
RPG,VXUS,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,22.0,14.0,4.0,18.0,0.611111,0.448642,21.0,0.583333,0.422,1.307407,1.144196,,,0.0,,,0.0,,1.698828,2.708053,182.5,0.106155,0.223953,-0.716432,-0.092585,0.235923,0.360656,0.590164,0.360656,19.0,0.6316,1.279372,17.0,0.5882,1.4018,1.279372,1.4018,,,0.0,,,0.0,,,0.0,,,,0.0,,0.762586,1.572854,-0.054451,1.142642,-0.000552,1255.325718,0.746992,,,,16106.0,61.0
RPG,WDCX,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,22.0,13.0,3.0,19.0,0.628571,0.463366,16.0,0.457143,0.304658,1.701219,1.444942,,,0.0,,,0.0,,1.849078,2.614233,176.0,-0.154062,-0.094648,-1.021555,-0.403698,-0.097023,0.360656,0.57377,0.360656,20.0,0.55,1.723714,15.0,0.7333,1.591027,1.723714,1.591027,,,0.0,,,0.0,,,0.0,,,,0.0,,0.714191,0.119717,0.019719,1.177361,-0.000386,1794.787088,0.029209,,,,14772.0,61.0
RPG,WQTM,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,18.0,12.0,2.0,16.0,0.6,0.423201,19.0,0.633333,0.455132,1.368724,1.050812,,,0.0,,,0.0,,1.638079,2.529557,111.0,0.113436,0.093382,-0.381144,-0.060887,0.167205,0.305085,0.508475,0.305085,16.0,0.5625,1.511938,14.0,0.6429,1.248389,1.511938,1.248389,,,0.0,,,0.0,,,0.0,,,,0.0,,0.748557,0.587813,-0.017149,1.302539,-0.001922,360.378083,0.15943,,,,8987.0,59.0
RPG,WTAI,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,1.0,0.0,4.0,0.8,0.375528,4.0,0.8,0.375528,1.187203,1.931414,,,0.0,,,0.0,,1.653375,2.638274,132.0,0.31791,0.10157,-0.097722,-0.133974,0.371995,0.067797,0.084746,0.067797,4.0,1.0,1.187203,1.0,0.0,,1.187203,,,,0.0,,,0.0,,,0.0,,,,0.0,,0.892267,0.540897,0.002326,0.61468,-0.006887,100.294998,0.024357,,,,7357.0,59.0
RPG,XLK,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,14.0,4.0,0.0,14.0,0.777778,0.54785,12.0,0.666667,0.437491,1.431106,1.795496,1.0,0.7,10.0,,,0.0,,1.628158,2.433426,253.5,0.223402,0.307052,-0.427722,-0.048687,0.17977,0.241379,0.310345,0.241379,11.0,0.9091,1.431106,7.0,0.5714,1.62604,1.431106,1.62604,,,0.0,,,0.0,,,0.0,,,,0.0,,0.870058,0.908383,-0.250824,0.797053,-0.002037,339.887777,0.155259,,,,15322.0,58.0
RPG,XMMO,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,18.0,5.0,4.0,14.0,0.782609,0.580961,12.0,0.521739,0.329624,1.473209,1.612657,,,0.0,,,0.0,,1.595998,2.412121,197.0,0.133096,0.023326,-0.591591,-0.09758,0.326261,0.310345,0.396552,0.310345,9.0,0.6667,1.473209,14.0,0.8571,1.427464,1.473209,1.427464,,,0.0,,,0.0,,,0.0,,,,0.0,,0.82175,1.101529,0.201002,0.913529,-0.002443,283.409408,0.211466,,,,11852.0,58.0
RPG,XNTK,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,9.0,2.0,0.0,9.0,0.818182,0.523014,4.0,0.363636,0.151662,1.526323,1.959355,,,0.0,,,0.0,,1.679639,2.690209,73.0,0.017408,-0.052454,-0.460079,-0.218138,-0.022998,0.155172,0.189655,0.155172,7.0,1.0,1.526323,4.0,0.5,1.93053,1.526323,1.93053,,,0.0,,,0.0,,,0.0,,,,0.0,,0.882644,0.775709,-0.187636,0.778993,-0.003737,185.124228,0.079224,,,,5216.0,58.0
RPG,XOVR,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,24.0,15.0,1.0,23.0,0.615385,0.458988,22.0,0.564103,0.409754,2.014339,1.254697,,,0.0,,,0.0,,2.241118,3.415995,244.0,0.018913,0.117785,-1.091646,-0.20745,-0.001579,0.413793,0.672414,0.413793,20.0,0.55,1.833539,19.0,0.6842,2.113217,1.833539,2.113217,,,0.0,,,0.0,,,0.0,,,,0.0,,0.700888,0.691926,-0.206237,1.605438,-0.000115,6031.088716,0.280545,,,,14370.0,58.0
RPG,XQQI,QQQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,16.0,7.0,1.0,15.0,0.695652,0.491339,14.0,0.608696,0.407852,1.558447,1.566106,,,0.0,,,0.0,,1.65,2.562058,116.5,0.23375,0.308783,-0.565444,0.002213,0.342865,0.280702,0.403509,0.280702,11.0,0.5455,1.90954,12.0,0.8333,1.120254,1.90954,1.120254,,,0.0,,,0.0,,,0.0,,,,0.0,,0.809109,0.888436,-0.159931,0.99511,-0.003182,217.517242,0.125859,,,,7556.0,57.0
